MSZoning,Street,Alley,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FullBath,KitchenQual,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageCond,MiscFeature,SaleType,SaleCondition,GrLivArea_Log,1stFlrSF_Log,SalePrice_Log
RL,Pave,None,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,728.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,2005.0,Fin,2.0,TA,None,WD,Normal,7.283448228756631,6.590301048196686,12.078239274020289
RL,Pave,None,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,879.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,BuiltIn,2006.0,Fin,3.0,TA,None,New,Partial,7.529943370601589,6.778784897685177,12.297785453453374
RM,Pave,None,Corner,OldTown,Norm,Norm,1Fam,2.5Unf,7,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,815.0,GasA,Ex,Y,SBrkr,1,TA,Gd,Detchd,1916.0,Unf,1.0,TA,None,ConLw,Normal,7.432483807917119,6.703188113240863,11.877568578558138
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,1212.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,2001.0,RFn,2.0,TA,None,WD,Normal,7.10002716662926,7.10002716662926,12.089538829274222
RL,Pave,None,Inside,Sawyer,Norm,Norm,1Fam,1Story,4,1963,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,51.0,TA,CBlock,TA,1051.0,GasA,Gd,Y,SBrkr,1,TA,Po,Attchd,1974.0,Unf,2.0,TA,None,WD,Normal,7.231287004327616,7.231287004327616,11.904967552746252
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,4,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,864.0,GasA,Gd,Y,SBrkr,1,TA,None,Attchd,1972.0,Unf,1.0,TA,Shed,Oth,Abnorml,6.761572768804055,6.761572768804055,11.661776411702583
RL,Pave,None,Corner,CollgCr,Norm,Norm,1Fam,2Story,7,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,866.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,1998.0,RFn,2.0,TA,None,WD,Normal,7.483806687665835,6.763884908562435,12.195517131590657
RM,Pave,None,Corner,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,884.0,GasA,Ex,Y,SBrkr,1,TA,Fa,Detchd,1960.0,Unf,1.0,TA,None,WD,Normal,7.206377291472252,6.784457062637643,11.669929213779893
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,PConc,Gd,1630.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,2000.0,Unf,2.0,TA,None,WD,Normal,7.396335293800808,7.396335293800808,12.269047444691562
RL,Pave,None,Inside,NWAmes,Norm,Norm,1Fam,1Story,5,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,Gd,1056.0,GasA,Ex,Y,SBrkr,1,TA,None,Attchd,1975.0,RFn,2.0,TA,None,WD,Normal,6.97914527506881,6.97914527506881,11.941455846009388
RL,Pave,None,CulDSac,SawyerW,Norm,Norm,1Fam,1Story,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,Gd,CBlock,Gd,2158.0,GasA,Gd,Y,SBrkr,2,Gd,TA,Attchd,1990.0,RFn,3.0,TA,None,WD,Normal,7.694392802629421,7.694392802629421,12.513189630620563
RH,Pave,None,Inside,SawyerW,Norm,Norm,1Fam,1Story,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,1056.0,GasA,TA,Y,SBrkr,1,TA,None,Detchd,1966.0,Unf,1.0,TA,None,WD,Normal,6.962243464266207,6.962243464266207,11.580584113444043
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,1Story,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,PConc,Gd,1682.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,2003.0,RFn,2.0,TA,None,WD,Normal,7.438383530044307,7.438383530044307,12.206072645530174
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1962,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,931.0,GasA,TA,Y,SBrkr,1,TA,None,Detchd,1980.0,Unf,2.0,TA,None,WD,Normal,7.1569563646156364,7.1569563646156364,11.84939770159144
RL,Pave,None,CulDSac,Somerst,RRNn,Norm,1Fam,1Story,8,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,Gd,PConc,Ex,1660.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2006.0,RFn,2.0,TA,None,New,Partial,7.414572881350589,7.414572881350589,12.577636201962656
RL,Pave,None,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,PConc,Gd,1055.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,1992.0,RFn,2.0,TA,Shed,WD,Normal,7.520234556474628,6.961296045910167,12.14950229404178
RL,Pave,None,Inside,Gilbert,Norm,Norm,1Fam,1.5Fin,8,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Wood,Gd,559.0,GasA,Gd,Y,SBrkr,2,TA,None,Basment,1988.0,RFn,2.0,TA,None,WD,Normal,7.468513271496337,6.984716320118266,12.007621706806335
RL,Pave,None,Inside,Edwards,Norm,Norm,1Fam,1Story,4,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,672.0,GasA,TA,Y,SBrkr,1,TA,None,Attchd,1941.0,Unf,1.0,TA,None,WD,Normal,6.51025834052315,6.51025834052315,11.635143097694478
RL,Pave,None,CulDSac,Sawyer,Norm,Norm,1Fam,SLvl,4,1965,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,648.0,GasA,Ex,Y,SBrkr,0,TA,None,Attchd,1965.0,Unf,1.0,TA,None,WD,Normal,6.866933284461882,6.866933284461882,11.884489021402711
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,SFoyer,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,925.0,GasA,TA,Y,SBrkr,1,TA,None,Attchd,1962.0,Unf,1.0,TA,None,WD,Normal,6.906754778648554,6.906754778648554,11.809319478024031
RL,Pave,None,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,894.0,GasA,TA,Y,SBrkr,1,TA,None,Detchd,1966.0,RFn,1.0,TA,None,WD,Normal,6.795705775173514,6.795705775173514,11.736069016284437
RM,Pave,None,Inside,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Slab,None,0.0,GasA,TA,Y,SBrkr,2,TA,None,Attchd,1978.0,Unf,2.0,TA,None,WD,Normal,7.550661243105336,7.183870715062453,11.626254150277232
FV,Pave,None,Inside,Somerst,Norm,Norm,1Fam,1Story,8,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,Gd,PConc,Gd,1300.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,2009.0,RFn,2.0,TA,None,New,Partial,7.1808311990445555,7.1808311990445555,12.343466568968994
RM,Pave,None,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,4,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Slab,None,0.0,GasA,Gd,N,SBrkr,1,TA,None,None,1979.0,None,0.0,None,None,WD,Normal,6.815639990074331,6.51025834052315,11.296012463406655
RM,Pave,None,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,TA,CBlock,TA,672.0,GasA,TA,Y,SBrkr,1,TA,None,None,1979.0,None,0.0,None,None,WD,Abnorml,7.1049654482698426,6.51025834052315,11.424094251263613
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,912.0,GasA,TA,Y,SBrkr,1,TA,None,Attchd,1964.0,Unf,1.0,TA,None,WD,Abnorml,6.815639990074331,6.815639990074331,11.652687407345388
RL,Pave,None,Inside,Sawyer,Feedr,Norm,1Fam,1Story,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,952.0,GasA,Ex,Y,SBrkr,1,TA,TA,Attchd,1968.0,Unf,1.0,TA,None,WD,Normal,7.099201743553092,7.099201743553092,11.805595078933049
RL,Pave,None,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,CBlock,TA,1040.0,GasA,Ex,Y,SBrkr,2,TA,Gd,Attchd,1949.0,Unf,1.0,TA,None,WD,Normal,7.520776415062797,7.0630481633881725,11.870599909242044
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,CBlock,TA,2136.0,GasA,TA,N,FuseA,2,TA,None,Detchd,1951.0,Unf,2.0,TA,None,WD,Normal,7.666690200080086,7.666690200080086,11.834284063781393
RL,Pave,None,Inside,Gilbert,RRAn,Norm,1Fam,2Story,7,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,788.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2004.0,Fin,2.0,TA,None,WD,Normal,7.306531398939505,6.669498089857879,12.122691036591123
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,SLvl,6,1958,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,TA,CBlock,TA,588.0,GasA,Ex,Y,SBrkr,1,TA,None,Attchd,1958.0,RFn,1.0,TA,None,WD,Normal,7.037027614686276,7.037027614686276,11.884489021402711
RL,Pave,None,CulDSac,Somerst,Feedr,Norm,1Fam,2Story,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,Gd,PConc,Gd,894.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,BuiltIn,2007.0,Fin,3.0,TA,None,WD,Normal,7.566828479208331,6.795705775173514,12.273731294003989
RL,Pave,None,Corner,NAmes,Norm,Norm,1Fam,1Story,5,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,TA,CBlock,TA,912.0,GasA,Ex,Y,SBrkr,1,Gd,None,Detchd,1992.0,Unf,2.0,TA,None,WD,Normal,6.815639990074331,6.815639990074331,11.898187865760873
RL,Pave,None,Corner,NridgHt,Norm,Norm,TwnhsE,1Story,9,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,Ex,PConc,Ex,1702.0,GasA,Ex,Y,SBrkr,1,Ex,Gd,Attchd,2008.0,Fin,3.0,TA,None,New,Partial,7.43955930913332,7.43955930913332,12.813917896253697
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,None,0.0,TA,CBlock,TA,1075.0,GasA,Gd,Y,SBrkr,2,TA,None,Basment,1960.0,Unf,1.0,TA,None,WD,Normal,7.317876198626496,7.317876198626496,11.751942365440728
RL,Pave,None,Inside,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,1977,1977,Shed,CompShg,Plywood,Plywood,None,1.0,TA,CBlock,Gd,1361.0,GasA,Ex,Y,SBrkr,2,TA,TA,BuiltIn,1977.0,RFn,2.0,TA,Gar2,WD,Normal,7.8709295967551425,7.215975002651466,12.154779351142624
RL,Pave,None,Inside,NAmes,Norm,Norm,Duplex,SLvl,5,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,CBlock,TA,1106.0,GasA,TA,Y,SBrkr,1,TA,None,Attchd,1962.0,Unf,2.0,TA,None,WD,Normal,7.081708586105575,7.081708586105575,11.794337924408413
RL,Pave,None,FR2,NAmes,Norm,Norm,Duplex,1Story,4,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Slab,None,0.0,GasA,TA,Y,SBrkr,2,TA,None,CarPort,1962.0,Unf,2.0,TA,None,WD,Normal,7.1098794630722715,7.1098794630722715,11.53076538309856
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1959,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,TA,CBlock,TA,1188.0,GasA,Fa,Y,SBrkr,1,TA,None,Attchd,1959.0,RFn,2.0,TA,None,COD,Abnorml,7.080026499922591,7.080026499922591,11.863582336583399
RH,Pave,None,Inside,SWISU,Norm,Norm,1Fam,2Story,5,1911,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,PConc,TA,940.0,GasA,TA,N,FuseA,1,TA,None,None,1979.0,None,0.0,None,None,WD,Abnorml,7.582738488914411,6.931471805599453,11.77528972943772
RL,Pave,None,Inside,Crawfor,Norm,Norm,1Fam,2Story,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,Gd,747.0,GasA,Gd,Y,FuseF,1,TA,None,Detchd,1914.0,Unf,1.0,Fa,None,WD,Normal,7.486613313139955,6.79346613258001,11.841415931849784
RL,Pave,None,Inside,NridgHt,Norm,Norm,Twnhs,2Story,7,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,PConc,Gd,764.0,GasA,Ex,Y,SBrkr,2,Gd,None,BuiltIn,2003.0,RFn,2.0,TA,None,WD,Normal,7.3938782901077555,6.638567789166521,12.075394321888057
RL,Pave,None,FR2,CollgCr,Norm,Norm,1Fam,2Story,7,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,847.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,BuiltIn,2004.0,Fin,2.0,TA,None,WD,Normal,7.5745584842024805,6.741700694652055,12.180754837545884
RL,Pave,None,Inside,SawyerW,RRAe,Norm,1Fam,1Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,1141.0,GasA,Ex,Y,SBrkr,1,TA,None,Detchd,2005.0,Unf,2.0,TA,None,WD,Abnorml,7.039660349862076,7.039660349862076,11.867097278690842
RL,Pave,None,Inside,Timber,Norm,Norm,1Fam,1Story,8,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,Gd,PConc,Gd,1476.0,GasA,Ex,Y,SBrkr,2,Ex,Gd,Attchd,2006.0,RFn,2.0,TA,None,WD,Normal,7.302496423727326,7.302496423727326,12.490875577231112
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,Gd,PConc,Gd,884.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,2003.0,RFn,2.0,TA,None,WD,Normal,7.477604243197589,6.784457062637643,12.323411137947407
RL,Pave,None,Inside,Somerst,Norm,Norm,1Fam,1Story,7,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,Gd,PConc,Gd,1689.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,2007.0,RFn,3.0,TA,None,New,Partial,7.4318919168078,7.4318919168078,12.422505731952896
RL,Pave,None,Inside,NWAmes,Norm,Norm,1Fam,SFoyer,7,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,TA,CBlock,Gd,1053.0,GasA,TA,Y,SBrkr,2,Gd,TA,Attchd,1974.0,RFn,2.0,TA,None,WD,Family,7.067319848653476,7.067319848653476,12.043553716032399
RL,Pave,None,Inside,NridgHt,Norm,Norm,1Fam,1Story,10,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Ex,PConc,Ex,2076.0,GasA,Ex,Y,SBrkr,2,Ex,Gd,Attchd,2006.0,Fin,3.0,TA,None,New,Partial,7.638198244285779,7.638198244285779,13.049792684569493
RL,Pave,None,Corner,Crawfor,Norm,Norm,1Fam,2Story,8,1929,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,TA,PConc,Gd,792.0,GasA,Fa,Y,SBrkr,1,Gd,Gd,Detchd,1931.0,Unf,2.0,TA,None,WD,Normal,7.324489979348532,6.674561391814426,12.345834587905333
RL,Pave,None,Inside,NWAmes,Norm,Norm,1Fam,SLvl,6,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,CBlock,Gd,585.0,GasA,Ex,Y,SBrkr,3,TA,TA,BuiltIn,1984.0,Fin,2.0,TA,None,WD,Abnorml,7.532623618788788,7.038783541388542,12.089538829274222
FV,Pave,None,Inside,Somerst,Norm,Norm,1Fam,2Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,756.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,2005.0,RFn,2.0,TA,None,New,Partial,7.347943823148687,6.628041376179533,12.136186518066006
RL,Pave,None,Inside,Mitchel,Norm,Norm,1Fam,SLvl,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,TA,CBlock,TA,1012.0,GasA,TA,Y,SBrkr,1,TA,None,Attchd,1976.0,Unf,3.0,TA,None,WD,Normal,6.9411900550683745,6.9411900550683745,12.042965307660024
RM,Pave,Grvl,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,6,1917,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,BrkTil,Gd,735.0,OthW,Fa,N,SBrkr,1,TA,Gd,Detchd,1950.0,Unf,2.0,Fa,None,WD,Normal,7.629489916393995,7.033506484287697,11.771436160121729
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,876.0,GasA,TA,Y,SBrkr,1,TA,None,Attchd,1950.0,Unf,1.0,TA,None,WD,Normal,6.895682697747868,6.895682697747868,11.686878772093667
RL,Pave,None,Corner,NAmes,Norm,Norm,1Fam,1Story,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,CBlock,TA,2110.0,GasA,Ex,Y,SBrkr,2,Ex,TA,Attchd,1968.0,Fin,2.0,TA,None,WD,Normal,7.6544432264701125,7.6544432264701125,12.404923504275338
RL,Pave,None,Corner,NridgHt,Norm,Norm,TwnhsE,1Story,7,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,Gd,PConc,Gd,1405.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2003.0,RFn,2.0,TA,None,WD,Normal,7.247792581767846,7.247792581767846,12.053795210084596
RL,Pave,None,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,864.0,GasA,TA,Y,SBrkr,1,TA,None,Attchd,1968.0,RFn,1.0,TA,Shed,WD,Normal,6.773080375655535,6.773080375655535,11.77528972943772
RL,Pave,None,Inside,Veenker,Norm,Norm,1Fam,2Story,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,CBlock,TA,1192.0,GasA,TA,Y,SBrkr,2,Gd,Gd,Attchd,1974.0,RFn,2.0,TA,None,WD,Normal,7.681099001536359,7.323830566202317,12.591335046320818
RL,Pave,None,Inside,Edwards,Norm,Norm,1Fam,2Story,7,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,Gd,PConc,Gd,746.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,BuiltIn,2003.0,Fin,2.0,TA,None,WD,Normal,7.412160334945205,6.633318433280377,12.016122061571728
RM,Pave,None,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,884.0,GasA,TA,Y,FuseA,1,TA,Gd,Detchd,1978.0,Unf,1.0,TA,None,WD,Normal,7.220373836723949,6.8658910748834385,11.755871643580617
RL,Pave,None,Corner,NoRidge,Norm,Norm,1Fam,1Story,8,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,PConc,Gd,1986.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,1994.0,Fin,2.0,TA,None,WD,Normal,7.594381242551817,7.594381242551817,12.616525295149378
RL,Pave,None,Corner,Edwards,Feedr,Norm,1Fam,1Story,5,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,Fa,864.0,GasA,Ex,Y,SBrkr,1,TA,None,None,1979.0,None,0.0,None,None,WD,Normal,6.761572768804055,6.761572768804055,11.511924964636645
RL,Pave,None,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,PConc,Gd,856.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,2005.0,Fin,2.0,TA,None,WD,Normal,7.061334366910438,7.061334366910438,12.154779351142624
RL,Pave,None,FR2,NAmes,Norm,Norm,1Fam,1Story,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,Gd,1054.0,GasA,Gd,Y,SBrkr,1,TA,None,Attchd,1969.0,Unf,2.0,TA,None,WD,Normal,6.960347729101308,6.960347729101308,11.925035115797062
RL,Pave,None,CulDSac,Gilbert,RRAn,Norm,1Fam,2Story,6,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,841.0,GasA,Ex,Y,SBrkr,2,TA,TA,BuiltIn,1999.0,Fin,2.0,TA,None,WD,Normal,7.423568444259167,6.79346613258001,12.106252310247962
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,1050.0,GasA,Gd,Y,SBrkr,1,TA,None,Attchd,1956.0,Unf,1.0,TA,None,WD,Normal,6.956545443151569,6.956545443151569,11.766792188927278
RL,Pave,None,Inside,ClearCr,Norm,Norm,1Fam,1.5Fin,4,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,1104.0,GasA,Ex,Y,FuseA,1,TA,TA,Attchd,1957.0,Unf,1.0,TA,None,WD,Normal,7.488852955733459,7.00669522683704,11.992260421644849
RL,Pave,Pave,Inside,BrkSide,Norm,Norm,1Fam,2Story,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,TA,764.0,GasA,Ex,Y,FuseA,1,TA,Gd,Detchd,1940.0,Unf,2.0,TA,None,WD,Normal,7.508787170634276,6.966024187106113,12.103486056755072
RH,Pave,None,Inside,NAmes,Norm,Norm,TwnhsE,1Story,6,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,PConc,Gd,1405.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,1998.0,Fin,2.0,TA,None,COD,Abnorml,7.198183577101943,7.198183577101943,12.106252310247962
FV,Pave,None,FR3,Somerst,Norm,Norm,TwnhsE,2Story,7,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,PConc,Gd,691.0,GasA,Ex,Y,SBrkr,2,Gd,None,Detchd,1999.0,Unf,2.0,TA,None,WD,Normal,7.280697195384741,6.569481420414296,12.122147410592412
RM,Pave,None,Inside,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,CBlock,TA,925.0,GasA,TA,N,FuseF,1,TA,Gd,Detchd,1960.0,Unf,1.0,TA,None,WD,Normal,7.543802867501509,6.871091294610546,11.711776323715394
RL,Pave,None,Inside,Timber,Norm,Norm,1Fam,1Story,9,2008,2009,Hip,CompShg,Stucco,CmentBd,None,0.0,Ex,PConc,Ex,2002.0,GasA,Ex,Y,SBrkr,2,Ex,Gd,Attchd,2009.0,Fin,3.0,TA,None,WD,Normal,7.609862200913554,7.609862200913554,12.84397135185964
RL,Pave,None,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,8,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,TA,CBlock,TA,728.0,GasA,Ex,Y,SBrkr,3,Gd,Gd,BuiltIn,1982.0,Unf,3.0,TA,None,WD,Normal,8.145259566516865,7.584773077612199,12.850554654108839
RL,Pave,None,Inside,NAmes,Feedr,Norm,1Fam,1.5Fin,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,CBlock,TA,874.0,GasW,TA,Y,FuseA,1,TA,None,Attchd,1958.0,Unf,1.0,TA,None,WD,Normal,7.329093736246592,6.773080375655535,11.877568578558138
RL,Pave,None,Inside,ClearCr,Norm,Norm,1Fam,1Story,7,1979,1979,Shed,WdShake,Plywood,Plywood,None,0.0,Gd,PConc,Gd,1332.0,GasA,TA,Y,SBrkr,0,Gd,TA,Attchd,1979.0,Fin,2.0,TA,None,WD,Normal,7.329093736246592,7.194436851100335,12.468436909997665
RL,Pave,None,Inside,NWAmes,PosN,Norm,1Fam,1Story,6,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,CBlock,TA,1489.0,GasA,Gd,Y,SBrkr,2,Gd,Gd,Attchd,1968.0,RFn,2.0,TA,None,WD,Normal,7.305860032684009,7.305860032684009,12.132156962580005
RL,Pave,None,CulDSac,Sawyer,Norm,Norm,1Fam,1Story,5,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,TA,CBlock,TA,935.0,GasA,TA,Y,SBrkr,1,TA,None,Attchd,1965.0,Unf,1.0,TA,None,WD,Normal,6.840546529288687,6.840546529288687,11.827736204810263
RL,Pave,None,Corner,Edwards,Norm,Norm,1Fam,SLvl,6,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,CBlock,TA,1019.0,GasA,Gd,Y,SBrkr,1,Ex,Gd,Basment,1959.0,RFn,1.0,TA,None,WD,Normal,7.213031659834869,7.213031659834869,12.083905011555967
RL,Pave,None,Corner,Crawfor,Norm,Norm,1Fam,1.5Fin,5,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,PConc,TA,661.0,GasA,Ex,Y,SBrkr,2,TA,Gd,Detchd,1985.0,Unf,2.0,TA,None,WD,Normal,7.1308988302963465,6.493753839851686,11.842229212112828
RL,Pave,None,Corner,NAmes,Feedr,Norm,Duplex,2Story,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,TA,CBlock,TA,928.0,GasA,Gd,Y,FuseA,2,TA,None,Detchd,1948.0,Unf,2.0,Fa,None,WD,Normal,7.560080465021827,6.833031732786201,11.827736204810263
